0 0 -100
0 0 -100
0 150 -100
0 150 0
0 150 0
100 150 0
199.702 150 99.7021
199.702 150 99.7021
199.702 0 99.7021
199.702 0 99.7021
99.7021 -1.83697e-14 99.7021
79.7021 -2.20436e-14 99.7021
